"model","routing","seed","phase_index","average_load","accepted_rate","avg_packet_latency","xy_fraction","racke_fraction"
"linear_scale","dim_order","2204","10","0.55","0.347436","22.0884","1","0"
"linear_scale","dim_order","2204","11","0.6","0.368326","50.0392","1","0"
"linear_scale","dim_order","2204","12","0.6","0.385562","96.0712","1","0"
"linear_scale","dim_order","2204","13","0.6","0.399907","156.373","1","0"
"linear_scale","dim_order","2205","0","0.05","0.0507037","12.9993","1","0"
"linear_scale","dim_order","2205","1","0.1","0.0753519","13.0118","1","0"
"linear_scale","dim_order","2205","2","0.15","0.150593","13.0857","1","0"
"linear_scale","dim_order","2205","3","0.2","0.173889","13.0567","1","0"
"linear_scale","dim_order","2205","4","0.25","0.197765","13.0854","1","0"
"linear_scale","dim_order","2205","5","0.3","0.223981","13.1125","1","0"
"linear_scale","dim_order","2205","6","0.35","0.249533","13.1639","1","0"
"linear_scale","dim_order","2205","7","0.4","0.274636","13.2314","1","0"
"linear_scale","dim_order","2205","8","0.45","0.300185","13.409","1","0"
"linear_scale","dim_order","2205","9","0.5","0.325","14.8645","1","0"
"linear_scale","dim_order","2205","10","0.55","0.346914","25.9418","1","0"
"linear_scale","dim_order","2205","11","0.6","0.367878","56.0332","1","0"
"linear_scale","dim_order","2205","12","0.6","0.384801","105.435","1","0"
"linear_scale","dim_order","2205","13","0.6","0.399358","166.715","1","0"
"linear_scale","racke_tree","2201","0","0.05","0.0480741","14.4368","0","1"
"linear_scale","racke_tree","2201","1","0.1","0.0742407","14.4585","0","1"
"linear_scale","racke_tree","2201","2","0.15","0.148556","14.5498","0","1"
"linear_scale","racke_tree","2201","3","0.2","0.17363","14.6092","0","1"
"linear_scale","racke_tree","2201","4","0.25","0.198272","14.6654","0","1"
"linear_scale","racke_tree","2201","5","0.3","0.224917","14.7445","0","1"
"linear_scale","racke_tree","2201","6","0.35","0.249822","14.8174","0","1"
"linear_scale","racke_tree","2201","7","0.4","0.275117","14.9066","0","1"
"linear_scale","racke_tree","2201","8","0.45","0.300021","15.0079","0","1"
"linear_scale","racke_tree","2201","9","0.5","0.325593","15.1203","0","1"
"linear_scale","racke_tree","2201","10","0.55","0.350259","15.2215","0","1"
"linear_scale","racke_tree","2201","11","0.6","0.374996","15.3301","0","1"
"linear_scale","racke_tree","2201","12","0.6","0.395391","15.4076","0","1"
"linear_scale","racke_tree","2201","13","0.6","0.412352","15.4736","0","1"
"linear_scale","racke_tree","2202","0","0.05","0.0504815","14.4087","0","1"
"linear_scale","racke_tree","2202","1","0.1","0.0742593","14.4162","0","1"
"linear_scale","racke_tree","2202","2","0.15","0.149519","14.5232","0","1"
"linear_scale","racke_tree","2202","3","0.2","0.17613","14.6033","0","1"
"linear_scale","racke_tree","2202","4","0.25","0.200914","14.6615","0","1"
"linear_scale","racke_tree","2202","5","0.3","0.226102","14.7438","0","1"
"linear_scale","racke_tree","2202","6","0.35","0.250563","14.8192","0","1"
"linear_scale","racke_tree","2202","7","0.4","0.275611","14.9045","0","1"
"linear_scale","racke_tree","2202","8","0.45","0.301021","15.0044","0","1"
"linear_scale","racke_tree","2202","9","0.5","0.325361","15.101","0","1"
"linear_scale","racke_tree","2202","10","0.55","0.350407","15.2095","0","1"
"linear_scale","racke_tree","2202","11","0.6","0.375319","15.3204","0","1"
"linear_scale","racke_tree","2202","12","0.6","0.395785","15.4077","0","1"
"linear_scale","racke_tree","2202","13","0.6","0.412704","15.4679","0","1"
"linear_scale","racke_tree","2203","0","0.05","0.0510741","14.3967","0","1"
"linear_scale","racke_tree","2203","1","0.1","0.0755926","14.4263","0","1"
"linear_scale","racke_tree","2203","2","0.15","0.152963","14.5501","0","1"
"linear_scale","racke_tree","2203","3","0.2","0.177","14.6333","0","1"
"linear_scale","racke_tree","2203","4","0.25","0.202111","14.691","0","1"
"linear_scale","racke_tree","2203","5","0.3","0.226926","14.7681","0","1"
"linear_scale","racke_tree","2203","6","0.35","0.251852","14.8435","0","1"
"linear_scale","racke_tree","2203","7","0.4","0.276667","14.9256","0","1"
"linear_scale","racke_tree","2203","8","0.45","0.301741","15.0207","0","1"
"linear_scale","racke_tree","2203","9","0.5","0.326644","15.1171","0","1"
"linear_scale","racke_tree","2203","10","0.55","0.351342","15.2211","0","1"
"linear_scale","racke_tree","2203","11","0.6","0.376456","15.3433","0","1"
"linear_scale","racke_tree","2203","12","0.6","0.397303","15.428","0","1"
"linear_scale","racke_tree","2203","13","0.6","0.414296","15.488","0","1"
"linear_scale","racke_tree","2204","0","0.05","0.0496667","14.3885","0","1"
"linear_scale","racke_tree","2204","1","0.1","0.0762963","14.4299","0","1"
"linear_scale","racke_tree","2204","2","0.15","0.150185","14.5441","0","1"
"linear_scale","racke_tree","2204","3","0.2","0.173444","14.5999","0","1"
"linear_scale","racke_tree","2204","4","0.25","0.198519","14.6844","0","1"
"linear_scale","racke_tree","2204","5","0.3","0.223472","14.7647","0","1"
"linear_scale","racke_tree","2204","6","0.35","0.249311","14.8453","0","1"
"linear_scale","racke_tree","2204","7","0.4","0.274167","14.9314","0","1"
"linear_scale","racke_tree","2204","8","0.45","0.299767","15.0233","0","1"
"linear_scale","racke_tree","2204","9","0.5","0.324833","15.1209","0","1"
"linear_scale","racke_tree","2204","10","0.55","0.349658","15.2257","0","1"
"linear_scale","racke_tree","2204","11","0.6","0.374759","15.3337","0","1"
"linear_scale","racke_tree","2204","12","0.6","0.395586","15.4181","0","1"
"linear_scale","racke_tree","2204","13","0.6","0.412772","15.4772","0","1"
"linear_scale","racke_tree","2205","0","0.05","0.0507037","14.4186","0","1"
"linear_scale","racke_tree","2205","1","0.1","0.0753519","14.4493","0","1"
"linear_scale","racke_tree","2205","2","0.15","0.150519","14.571","0","1"
"linear_scale","racke_tree","2205","3","0.2","0.173778","14.5964","0","1"
"linear_scale","racke_tree","2205","4","0.25","0.197704","14.6659","0","1"
"linear_scale","racke_tree","2205","5","0.3","0.223907","14.75","0","1"
"linear_scale","racke_tree","2205","6","0.35","0.249481","14.8386","0","1"
"linear_scale","racke_tree","2205","7","0.4","0.274593","14.9277","0","1"
"linear_scale","racke_tree","2205","8","0.45","0.300159","15.0277","0","1"
"linear_scale","racke_tree","2205","9","0.5","0.325329","15.1243","0","1"
"linear_scale","racke_tree","2205","10","0.55","0.349543","15.2267","0","1"
"linear_scale","racke_tree","2205","11","0.6","0.374581","15.3451","0","1"
"linear_scale","racke_tree","2205","12","0.6","0.395384","15.4283","0","1"
"linear_scale","racke_tree","2205","13","0.6","0.412333","15.4849","0","1"
"linear_scale","hybrid_xy_racke","2201","0","0.05","0.0481111","13.0523","1","0"
"linear_scale","hybrid_xy_racke","2201","1","0.1","0.0742407","13.0399","1","0"
"linear_scale","hybrid_xy_racke","2201","2","0.15","0.148704","13.0536","1","0"
"linear_scale","hybrid_xy_racke","2201","3","0.2","0.173704","13.0677","1","0"
"linear_scale","hybrid_xy_racke","2201","4","0.25","0.198321","13.0732","1","0"
"linear_scale","hybrid_xy_racke","2201","5","0.3","0.224935","13.1011","1","0"
"linear_scale","hybrid_xy_racke","2201","6","0.35","0.249874","13.1293","1","0"
"linear_scale","hybrid_xy_racke","2201","7","0.4","0.275167","13.2104","1","0"
"linear_scale","hybrid_xy_racke","2201","8","0.45","0.300058","13.4082","1","0"
"linear_scale","hybrid_xy_racke","2201","9","0.5","0.325287","15.6338","0.973118","0.026882"
"linear_scale","hybrid_xy_racke","2201","10","0.55","0.349012","21.0556","0.876221","0.123779"
"linear_scale","hybrid_xy_racke","2201","11","0.6","0.374444","26.5353","0.622394","0.377606"
"linear_scale","hybrid_xy_racke","2201","12","0.6","0.394902","30.2511","0.638249","0.361751"
"linear_scale","hybrid_xy_racke","2201","13","0.6","0.411571","33.758","0.665193","0.334807"
"linear_scale","hybrid_xy_racke","2202","0","0.05","0.0504815","13.0007","1","0"
"linear_scale","hybrid_xy_racke","2202","1","0.1","0.0742778","12.9806","1","0"
"linear_scale","hybrid_xy_racke","2202","2","0.15","0.149667","12.9973","1","0"
"linear_scale","hybrid_xy_racke","2202","3","0.2","0.176148","13.0382","1","0"
"linear_scale","hybrid_xy_racke","2202","4","0.25","0.200951","13.0494","1","0"
"linear_scale","hybrid_xy_racke","2202","5","0.3","0.22612","13.083","1","0"
"linear_scale","hybrid_xy_racke","2202","6","0.35","0.25063","13.1243","1","0"
"linear_scale","hybrid_xy_racke","2202","7","0.4","0.275623","13.1907","1","0"
"linear_scale","hybrid_xy_racke","2202","8","0.45","0.301048","13.3993","1","0"
"linear_scale","hybrid_xy_racke","2202","9","0.5","0.325208","15.2459","1","0"
"linear_scale","hybrid_xy_racke","2202","10","0.55","0.349967","20.7901","0.829411","0.170589"
"linear_scale","hybrid_xy_racke","2202","11","0.6","0.374433","26.7123","0.64166","0.35834"
"linear_scale","hybrid_xy_racke","2202","12","0.6","0.394886","30.2893","0.594403","0.405597"
"linear_scale","hybrid_xy_racke","2202","13","0.6","0.41209","32.3671","0.633576","0.366424"
"linear_scale","hybrid_xy_racke","2203","0","0.05","0.0511111","12.987","1","0"
"linear_scale","hybrid_xy_racke","2203","1","0.1","0.0756296","12.9868","1","0"
"linear_scale","hybrid_xy_racke","2203","2","0.15","0.152926","13.0223","1","0"
"linear_scale","hybrid_xy_racke","2203","3","0.2","0.177037","13.0779","1","0"
"linear_scale","hybrid_xy_racke","2203","4","0.25","0.20216","13.0926","1","0"
"linear_scale","hybrid_xy_racke","2203","5","0.3","0.226944","13.1273","1","0"
"linear_scale","hybrid_xy_racke","2203","6","0.35","0.251904","13.1607","1","0"
"linear_scale","hybrid_xy_racke","2203","7","0.4","0.276654","13.248","1","0"
"linear_scale","hybrid_xy_racke","2203","8","0.45","0.301794","13.3637","1","0"
"linear_scale","hybrid_xy_racke","2203","9","0.5","0.326343","14.9017","1","0"
"linear_scale","hybrid_xy_racke","2203","10","0.55","0.350819","21.1205","0.785911","0.214089"
"linear_scale","hybrid_xy_racke","2203","11","0.6","0.37597","26.9852","0.647762","0.352238"
"linear_scale","hybrid_xy_racke","2203","12","0.6","0.396582","30.9436","0.646533","0.353467"
"linear_scale","hybrid_xy_racke","2203","13","0.6","0.413725","34.4757","0.582659","0.417341"
"linear_scale","hybrid_xy_racke","2204","0","0.05","0.0497037","12.9896","1","0"
"linear_scale","hybrid_xy_racke","2204","1","0.1","0.0763333","12.993","1","0"
"linear_scale","hybrid_xy_racke","2204","2","0.15","0.150259","13.026","1","0"
"linear_scale","hybrid_xy_racke","2204","3","0.2","0.173444","13.0487","1","0"
"linear_scale","hybrid_xy_racke","2204","4","0.25","0.198519","13.0898","1","0"
"linear_scale","hybrid_xy_racke","2204","5","0.3","0.223509","13.13","1","0"
"linear_scale","hybrid_xy_racke","2204","6","0.35","0.249326","13.1598","1","0"
"linear_scale","hybrid_xy_racke","2204","7","0.4","0.274198","13.2338","1","0"
"linear_scale","hybrid_xy_racke","2204","8","0.45","0.299804","13.4059","1","0"
"linear_scale","hybrid_xy_racke","2204","9","0.5","0.324731","14.1769","1","0"
"linear_scale","hybrid_xy_racke","2204","10","0.55","0.349284","19.0955","0.861946","0.138054"
"linear_scale","hybrid_xy_racke","2204","11","0.6","0.374526","24.3904","0.633547","0.366453"
"linear_scale","hybrid_xy_racke","2204","12","0.6","0.394845","29.3376","0.636079","0.363921"
"linear_scale","hybrid_xy_racke","2204","13","0.6","0.411892","32.0104","0.615351","0.384649"
"linear_scale","hybrid_xy_racke","2205","0","0.05","0.0507037","12.9993","1","0"
"linear_scale","hybrid_xy_racke","2205","1","0.1","0.0753519","13.0118","1","0"
"linear_scale","hybrid_xy_racke","2205","2","0.15","0.150593","13.0857","1","0"
"linear_scale","hybrid_xy_racke","2205","3","0.2","0.173889","13.0567","1","0"
"linear_scale","hybrid_xy_racke","2205","4","0.25","0.197765","13.0854","1","0"
"linear_scale","hybrid_xy_racke","2205","5","0.3","0.223981","13.1125","1","0"
"linear_scale","hybrid_xy_racke","2205","6","0.35","0.249533","13.1639","1","0"
"linear_scale","hybrid_xy_racke","2205","7","0.4","0.274636","13.2314","1","0"
"linear_scale","hybrid_xy_racke","2205","8","0.45","0.300185","13.409","1","0"
"linear_scale","hybrid_xy_racke","2205","9","0.5","0.325134","14.8498","0.992899","0.00710100000000002"
"linear_scale","hybrid_xy_racke","2205","10","0.55","0.349601","19.637","0.841064","0.158936"
"linear_scale","hybrid_xy_racke","2205","11","0.6","0.374181","25.4618","0.649254","0.350746"
"linear_scale","hybrid_xy_racke","2205","12","0.6","0.394963","30.6349","0.602996","0.397004"
"linear_scale","hybrid_xy_racke","2205","13","0.6","0.412497","34.0711","0.609532","0.390468"
"ordered_fill","dim_order","2201","0","0.05","0.049963","11","1","0"
"ordered_fill","dim_order","2201","1","0.1","0.0734444","11","1","0"
"ordered_fill","dim_order","2201","2","0.15","0.147222","11","1","0"
"ordered_fill","dim_order","2201","3","0.2","0.173667","11","1","0"
"ordered_fill","dim_order","2201","4","0.25","0.19942","11.4835","1","0"
"ordered_fill","dim_order","2201","5","0.3","0.224731","11.9956","1","0"
"ordered_fill","dim_order","2201","6","0.35","0.249259","12.3852","1","0"
"ordered_fill","dim_order","2201","7","0.4","0.270327","29.3716","1","0"
"ordered_fill","dim_order","2201","8","0.45","0.293074","66.5611","1","0"
"ordered_fill","dim_order","2201","9","0.5","0.316231","111.182","1","0"
"ordered_fill","dim_order","2201","10","0.55","0.339539","157.81","1","0"
"ordered_fill","dim_order","2201","11","0.6","0.361133","212.49","1","0"
"ordered_fill","dim_order","2201","12","0.6","0.378912","280.53","1","0"
"ordered_fill","dim_order","2201","13","0.6","0.393608","353.749","1","0"
"ordered_fill","dim_order","2202","0","0.05","0.0495926","11","1","0"
"ordered_fill","dim_order","2202","1","0.1","0.0743333","11","1","0"
"ordered_fill","dim_order","2202","2","0.15","0.147815","11","1","0"
"ordered_fill","dim_order","2202","3","0.2","0.174648","11","1","0"
"ordered_fill","dim_order","2202","4","0.25","0.199222","11.4981","1","0"
"ordered_fill","dim_order","2202","5","0.3","0.223537","11.982","1","0"
"ordered_fill","dim_order","2202","6","0.35","0.248274","12.373","1","0"
"ordered_fill","dim_order","2202","7","0.4","0.270043","29.2404","1","0"
"ordered_fill","dim_order","2202","8","0.45","0.292704","62.48","1","0"
"ordered_fill","dim_order","2202","9","0.5","0.316134","103.067","1","0"
"ordered_fill","dim_order","2202","10","0.55","0.339745","144.622","1","0"
"ordered_fill","dim_order","2202","11","0.6","0.361241","195.817","1","0"
"ordered_fill","dim_order","2202","12","0.6","0.379024","259.445","1","0"
"ordered_fill","dim_order","2202","13","0.6","0.393497","332.187","1","0"
"ordered_fill","dim_order","2203","0","0.05","0.0476296","11","1","0"
"ordered_fill","dim_order","2203","1","0.1","0.0735741","11","1","0"
"ordered_fill","dim_order","2203","2","0.15","0.150889","11","1","0"
"ordered_fill","dim_order","2203","3","0.2","0.175741","11","1","0"
"ordered_fill","dim_order","2203","4","0.25","0.200926","11.5098","1","0"
"ordered_fill","dim_order","2203","5","0.3","0.226435","12.0241","1","0"
"ordered_fill","dim_order","2203","6","0.35","0.251096","12.4088","1","0"
"ordered_fill","dim_order","2203","7","0.4","0.272259","29.9789","1","0"
"ordered_fill","dim_order","2203","8","0.45","0.294529","64.7438","1","0"
"ordered_fill","dim_order","2203","9","0.5","0.317444","109.543","1","0"
"ordered_fill","dim_order","2203","10","0.55","0.340893","156.804","1","0"
"ordered_fill","dim_order","2203","11","0.6","0.362426","210.454","1","0"
"ordered_fill","dim_order","2203","12","0.6","0.380259","278.138","1","0"
"ordered_fill","dim_order","2203","13","0.6","0.395074","353.507","1","0"
"ordered_fill","dim_order","2204","0","0.05","0.0500741","11","1","0"
"ordered_fill","dim_order","2204","1","0.1","0.0755741","11","1","0"
"ordered_fill","dim_order","2204","2","0.15","0.150667","11","1","0"
"ordered_fill","dim_order","2204","3","0.2","0.173815","11","1","0"
"ordered_fill","dim_order","2204","4","0.25","0.19816","11.5101","1","0"
"ordered_fill","dim_order","2204","5","0.3","0.223815","12.0096","1","0"
"ordered_fill","dim_order","2204","6","0.35","0.248222","12.3881","1","0"
"ordered_fill","dim_order","2204","7","0.4","0.26992","27.8924","1","0"
"ordered_fill","dim_order","2204","8","0.45","0.292619","65.1135","1","0"
"ordered_fill","dim_order","2204","9","0.5","0.315718","108.983","1","0"
"ordered_fill","dim_order","2204","10","0.55","0.339115","154.715","1","0"
"ordered_fill","dim_order","2204","11","0.6","0.360722","208.619","1","0"
"ordered_fill","dim_order","2204","12","0.6","0.378535","275.534","1","0"
"ordered_fill","dim_order","2204","13","0.6","0.393552","350.729","1","0"
"ordered_fill","dim_order","2205","0","0.05","0.050037","11","1","0"
"ordered_fill","dim_order","2205","1","0.1","0.0732222","11","1","0"
"ordered_fill","dim_order","2205","2","0.15","0.149","11","1","0"
"ordered_fill","dim_order","2205","3","0.2","0.173685","11","1","0"
"ordered_fill","dim_order","2205","4","0.25","0.19784","11.4946","1","0"
"ordered_fill","dim_order","2205","5","0.3","0.223917","12.0001","1","0"
"ordered_fill","dim_order","2205","6","0.35","0.249763","12.3923","1","0"
"ordered_fill","dim_order","2205","7","0.4","0.27116","28.6368","1","0"
"ordered_fill","dim_order","2205","8","0.45","0.293455","68.9955","1","0"
"ordered_fill","dim_order","2205","9","0.5","0.316843","114.98","1","0"
"ordered_fill","dim_order","2205","10","0.55","0.340062","162.725","1","0"
"ordered_fill","dim_order","2205","11","0.6","0.361744","216.524","1","0"
"ordered_fill","dim_order","2205","12","0.6","0.379091","284.136","1","0"
"ordered_fill","dim_order","2205","13","0.6","0.394043","359.456","1","0"
"ordered_fill","racke_tree","2201","0","0.05","0.049963","13.2587","0","1"
"ordered_fill","racke_tree","2201","1","0.1","0.0733704","13.2574","0","1"
"ordered_fill","racke_tree","2201","2","0.15","0.147222","13.3497","0","1"
"ordered_fill","racke_tree","2201","3","0.2","0.173648","13.4774","0","1"
"ordered_fill","racke_tree","2201","4","0.25","0.199407","13.859","0","1"
"ordered_fill","racke_tree","2201","5","0.3","0.224713","14.2599","0","1"
"ordered_fill","racke_tree","2201","6","0.35","0.249259","14.5612","0","1"
"ordered_fill","racke_tree","2201","7","0.4","0.27463","14.7545","0","1"
"ordered_fill","racke_tree","2201","8","0.45","0.299344","14.8861","0","1"
"ordered_fill","racke_tree","2201","9","0.5","0.324741","14.9765","0","1"
"ordered_fill","racke_tree","2201","10","0.55","0.349617","15.058","0","1"
"ordered_fill","racke_tree","2201","11","0.6","0.374433","15.1957","0","1"
"ordered_fill","racke_tree","2201","12","0.6","0.394872","15.2909","0","1"
"ordered_fill","racke_tree","2201","13","0.6","0.411877","15.3667","0","1"
"ordered_fill","racke_tree","2202","0","0.05","0.0495556","13.2676","0","1"
"ordered_fill","racke_tree","2202","1","0.1","0.0742778","13.2755","0","1"
"ordered_fill","racke_tree","2202","2","0.15","0.147815","13.345","0","1"
"ordered_fill","racke_tree","2202","3","0.2","0.174611","13.4652","0","1"
"ordered_fill","racke_tree","2202","4","0.25","0.199222","13.8527","0","1"
"ordered_fill","racke_tree","2202","5","0.3","0.223528","14.2288","0","1"
"ordered_fill","racke_tree","2202","6","0.35","0.24823","14.527","0","1"
"ordered_fill","racke_tree","2202","7","0.4","0.273488","14.7256","0","1"
"ordered_fill","racke_tree","2202","8","0.45","0.298624","14.8593","0","1"
"ordered_fill","racke_tree","2202","9","0.5","0.323231","14.9401","0","1"
"ordered_fill","racke_tree","2202","10","0.55","0.34856","15.0283","0","1"
"ordered_fill","racke_tree","2202","11","0.6","0.373637","15.1708","0","1"
"ordered_fill","racke_tree","2202","12","0.6","0.394263","15.2747","0","1"
"ordered_fill","racke_tree","2202","13","0.6","0.411293","15.3516","0","1"
"ordered_fill","racke_tree","2203","0","0.05","0.0475556","13.2305","0","1"
"ordered_fill","racke_tree","2203","1","0.1","0.0735556","13.2518","0","1"
"ordered_fill","racke_tree","2203","2","0.15","0.150852","13.3479","0","1"
"ordered_fill","racke_tree","2203","3","0.2","0.175685","13.4637","0","1"
"ordered_fill","racke_tree","2203","4","0.25","0.200889","13.8692","0","1"
"ordered_fill","racke_tree","2203","5","0.3","0.226398","14.2712","0","1"
"ordered_fill","racke_tree","2203","6","0.35","0.251052","14.5588","0","1"
"ordered_fill","racke_tree","2203","7","0.4","0.275457","14.7409","0","1"
"ordered_fill","racke_tree","2203","8","0.45","0.300402","14.8695","0","1"
"ordered_fill","racke_tree","2203","9","0.5","0.325426","14.9553","0","1"
"ordered_fill","racke_tree","2203","10","0.55","0.350226","15.0449","0","1"
"ordered_fill","racke_tree","2203","11","0.6","0.375441","15.1877","0","1"
"ordered_fill","racke_tree","2203","12","0.6","0.396397","15.2957","0","1"
"ordered_fill","racke_tree","2203","13","0.6","0.413444","15.3701","0","1"
"ordered_fill","racke_tree","2204","0","0.05","0.05","13.2459","0","1"
"ordered_fill","racke_tree","2204","1","0.1","0.0755185","13.2597","0","1"
"ordered_fill","racke_tree","2204","2","0.15","0.15063","13.3653","0","1"
"ordered_fill","racke_tree","2204","3","0.2","0.173815","13.4574","0","1"
"ordered_fill","racke_tree","2204","4","0.25","0.198123","13.8704","0","1"
"ordered_fill","racke_tree","2204","5","0.3","0.223796","14.262","0","1"
"ordered_fill","racke_tree","2204","6","0.35","0.248207","14.5462","0","1"
"ordered_fill","racke_tree","2204","7","0.4","0.273679","14.7383","0","1"
"ordered_fill","racke_tree","2204","8","0.45","0.299212","14.8734","0","1"
"ordered_fill","racke_tree","2204","9","0.5","0.324333","14.9625","0","1"
"ordered_fill","racke_tree","2204","10","0.55","0.349041","15.0466","0","1"
"ordered_fill","racke_tree","2204","11","0.6","0.374207","15.1833","0","1"
"ordered_fill","racke_tree","2204","12","0.6","0.395081","15.2924","0","1"
"ordered_fill","racke_tree","2204","13","0.6","0.412318","15.3704","0","1"
"ordered_fill","racke_tree","2205","0","0.05","0.05","13.2526","0","1"
"ordered_fill","racke_tree","2205","1","0.1","0.0732037","13.2375","0","1"
"ordered_fill","racke_tree","2205","2","0.15","0.148815","13.3528","0","1"
"ordered_fill","racke_tree","2205","3","0.2","0.173648","13.4603","0","1"
"ordered_fill","racke_tree","2205","4","0.25","0.19779","13.8563","0","1"
"ordered_fill","racke_tree","2205","5","0.3","0.223843","14.253","0","1"
"ordered_fill","racke_tree","2205","6","0.35","0.249704","14.5529","0","1"
"ordered_fill","racke_tree","2205","7","0.4","0.274895","14.7502","0","1"
"ordered_fill","racke_tree","2205","8","0.45","0.299979","14.8851","0","1"
"ordered_fill","racke_tree","2205","9","0.5","0.325213","14.9681","0","1"
"ordered_fill","racke_tree","2205","10","0.55","0.34956","15.0487","0","1"
"ordered_fill","racke_tree","2205","11","0.6","0.374619","15.1873","0","1"
"ordered_fill","racke_tree","2205","12","0.6","0.395407","15.2908","0","1"
"ordered_fill","racke_tree","2205","13","0.6","0.412373","15.3647","0","1"
"ordered_fill","hybrid_xy_racke","2201","0","0.05","0.049963","11","1","0"
"ordered_fill","hybrid_xy_racke","2201","1","0.1","0.0734444","11","1","0"
"ordered_fill","hybrid_xy_racke","2201","2","0.15","0.147222","11","1","0"
"ordered_fill","hybrid_xy_racke","2201","3","0.2","0.173667","11","1","0"
"ordered_fill","hybrid_xy_racke","2201","4","0.25","0.19942","11.4835","1","0"
"ordered_fill","hybrid_xy_racke","2201","5","0.3","0.224731","11.9956","1","0"
"ordered_fill","hybrid_xy_racke","2201","6","0.35","0.249259","12.3852","1","0"
"ordered_fill","hybrid_xy_racke","2201","7","0.4","0.274062","19.5915","0.78924","0.21076"
"ordered_fill","hybrid_xy_racke","2201","8","0.45","0.298778","24.5445","0.808439","0.191561"
"ordered_fill","hybrid_xy_racke","2201","9","0.5","0.324694","27.6882","0.747348","0.252652"
"ordered_fill","hybrid_xy_racke","2201","10","0.55","0.349539","29.6742","0.777883","0.222117"
"ordered_fill","hybrid_xy_racke","2201","11","0.6","0.373541","33.6838","0.688687","0.311313"
